4
Plains_Hill_3_3_H.dds
Plains_Hill_3_3_T1.dds
Plains_Hill_3_3_H_BLEND.dds
Plains_Hill_3_3_T_BLEND.dds
10, 10
0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff
0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff
0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff
0x8fffffff,0x8fffffff,0x8fffffff,0x40,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff
0x8fffffff,0x8fffffff,0x8fffffff,0x40,0x40,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff
0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff
0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff
0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff
0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff
0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff,0x8fffffff
2, 1 
